account_id,segment_name,arr,arr_headroom,health_score,upsell_label,propensity_score,propensity_decile,priority_tier,shap_driver_1,shap_value_1,shap_driver_2,shap_value_2,shap_driver_3,shap_value_3,rank
ACC-00155,Growth-Stage Expanding,138915.55,361084.45,46.7,1,0.4974,10,Medium,,,,,,,903
ACC-03991,Early-Stage Potential,2770.67,17229.33,29.44,1,0.4974,10,Medium,,,,,,,904
ACC-04074,Loyal Mid-Market,9470.7,140529.3,74.56,1,0.4974,10,Medium,,,,,,,905
ACC-00727,Loyal Mid-Market,20962.39,129037.61,78.3,1,0.4974,10,Medium,,,,,,,906
ACC-04582,At-Risk Dormant,4801.68,35198.32,59.29,1,0.4974,10,Medium,,,,,,,907
ACC-00415,Growth-Stage Expanding,120488.67,379511.33,51.89,1,0.4974,10,Medium,,,,,,,908
ACC-08678,Loyal Mid-Market,3181.5,36818.5,75.27,1,0.4974,10,Medium,health_score,0.4981,peak_feature_adoption,0.3882,avg_feature_adoption,0.1776,909
ACC-07358,Growth-Stage Expanding,89918.89,410081.11,59.92,1,0.4974,10,Medium,,,,,,,910
ACC-02668,Growth-Stage Expanding,114146.48,385853.52,56.43,1,0.4974,10,Medium,,,,,,,911
ACC-00250,Early-Stage Potential,15018.25,134981.75,36.26,1,0.4974,10,Medium,,,,,,,912
ACC-01169,At-Risk Dormant,1265.94,18734.06,64.23,1,0.4974,10,Medium,,,,,,,913
ACC-05308,Loyal Mid-Market,26635.48,123364.52,75.78,1,0.4974,10,Medium,,,,,,,914
ACC-02443,Loyal Mid-Market,19641.35,130358.65,57.11,1,0.4974,10,Medium,,,,,,,915
ACC-04840,At-Risk Dormant,31762.76,118237.24,55.16,1,0.4974,10,Medium,,,,,,,916
ACC-05558,At-Risk Dormant,47856.0,102144.0,72.23,1,0.4974,10,Medium,,,,,,,917
ACC-03590,At-Risk Dormant,29520.91,120479.09,65.15,1,0.4974,10,Medium,support_tickets_l90d,-0.3077,health_score,0.2836,contract_end_days,0.239,918
ACC-09949,At-Risk Dormant,10723.73,29276.27,41.05,1,0.4974,10,Medium,,,,,,,919
ACC-05975,Loyal Mid-Market,2404.21,17595.79,70.83,1,0.4974,10,Medium,,,,,,,920
ACC-05224,Growth-Stage Expanding,141033.55,358966.45,55.53,1,0.4974,10,Medium,,,,,,,921
ACC-06387,Early-Stage Potential,12154.98,137845.02,53.39,1,0.4974,10,Medium,num_products,0.2335,arr_utilization,0.2096,health_score,0.1952,922
ACC-01437,Loyal Mid-Market,31360.37,118639.63,53.25,1,0.4974,10,Medium,arr,0.199,num_products,0.1653,login_growth,0.0946,923
ACC-05157,At-Risk Dormant,58600.04,91399.95999999999,51.83,1,0.4974,10,Medium,,,,,,,924
ACC-09328,Loyal Mid-Market,40399.09,459600.91000000003,63.11,0,0.4974,10,Medium,arr_utilization,0.2533,arr,0.222,num_products,0.2162,925
ACC-06128,Growth-Stage Expanding,88240.06,411759.94,76.64,1,0.4974,10,Medium,,,,,,,926
ACC-04002,At-Risk Dormant,44141.48,105858.51999999999,58.81,1,0.4974,10,Medium,,,,,,,927
ACC-01656,Early-Stage Potential,30719.97,119280.03,53.92,1,0.4974,10,Medium,,,,,,,928
ACC-09936,At-Risk Dormant,53762.02,96237.98000000001,60.42,1,0.4974,10,Medium,,,,,,,929
ACC-03038,Growth-Stage Expanding,69337.13,430662.87,32.44,1,0.4974,10,Medium,,,,,,,930
ACC-05904,Loyal Mid-Market,3213.43,36786.57,69.17,1,0.4974,10,Medium,,,,,,,931
ACC-02099,Growth-Stage Expanding,82819.73,417180.27,57.1,1,0.4974,10,Medium,,,,,,,932
ACC-05522,At-Risk Dormant,24440.36,125559.64,76.35,1,0.4974,10,Medium,,,,,,,933
ACC-04972,Growth-Stage Expanding,120063.31,379936.69,50.15,1,0.4974,10,Medium,,,,,,,934
ACC-05515,Growth-Stage Expanding,82350.71,417649.29,76.52,1,0.4974,10,Medium,,,,,,,935
ACC-05179,Loyal Mid-Market,3396.86,36603.14,72.21,1,0.4974,10,Medium,,,,,,,936
ACC-07042,Loyal Mid-Market,24512.41,125487.59,75.74,1,0.4974,10,Medium,,,,,,,937
ACC-06950,Early-Stage Potential,5028.27,14971.73,40.57,1,0.4974,10,Medium,,,,,,,938
ACC-09562,High-Value Engaged,287344.47,212655.53000000003,36.87,1,0.4974,10,Medium,,,,,,,939
ACC-04032,At-Risk Dormant,8968.11,141031.89,43.94,1,0.4974,10,Medium,,,,,,,940
ACC-02315,Early-Stage Potential,14383.77,135616.23,68.69,1,0.4974,10,Medium,,,,,,,941
ACC-05536,At-Risk Dormant,6603.37,33396.63,85.64,1,0.4974,10,Medium,health_score,0.531,contract_end_days,0.3119,avg_monthly_logins,0.0954,942
ACC-09259,Loyal Mid-Market,17598.45,132401.55,68.08,1,0.4974,10,Medium,health_score,0.2411,tenure_months,-0.2186,num_products,0.1926,943
ACC-04012,At-Risk Dormant,30528.11,119471.89,62.59,1,0.4974,10,Medium,,,,,,,944
ACC-07637,Early-Stage Potential,9501.48,30498.52,32.6,1,0.4974,10,Medium,,,,,,,945
ACC-05997,Loyal Mid-Market,6917.18,33082.82,80.66,1,0.4974,10,Medium,,,,,,,946
ACC-01853,Loyal Mid-Market,6279.11,33720.89,87.55,1,0.4974,10,Medium,,,,,,,947
ACC-05445,At-Risk Dormant,1764.77,18235.23,74.4,1,0.4974,10,Medium,,,,,,,948
ACC-07901,Loyal Mid-Market,37372.49,112627.51000000001,64.53,1,0.4974,10,Medium,,,,,,,949
ACC-04778,Growth-Stage Expanding,158884.99,341115.01,63.06,1,0.4974,10,Medium,,,,,,,950
ACC-05083,Loyal Mid-Market,40232.61,109767.39,54.61,1,0.4974,10,Medium,,,,,,,951
ACC-06291,At-Risk Dormant,4325.22,35674.78,66.0,1,0.4974,10,Medium,,,,,,,952
ACC-05240,Loyal Mid-Market,2856.48,37143.52,77.43,1,0.4974,10,Medium,,,,,,,953
ACC-04854,Growth-Stage Expanding,58059.77,441940.23,54.96,1,0.4974,10,Medium,arr,0.2544,arr_per_tenure_month,0.2237,num_products,0.1707,954
ACC-03666,At-Risk Dormant,32994.47,117005.53,41.93,1,0.4974,10,Medium,contract_end_days,0.2631,peak_feature_adoption,0.2355,arr,0.1692,955
ACC-00394,Early-Stage Potential,6425.44,33574.56,61.18,1,0.4974,10,Medium,,,,,,,956
ACC-02096,Loyal Mid-Market,36421.17,113578.83,41.24,1,0.4974,10,Medium,,,,,,,957
ACC-04214,Growth-Stage Expanding,115286.75,384713.25,55.67,1,0.4974,10,Medium,,,,,,,958
ACC-05816,Loyal Mid-Market,5255.55,34744.45,68.65,1,0.4974,10,Medium,,,,,,,959
ACC-00039,At-Risk Dormant,42085.72,107914.28,28.72,1,0.4974,10,Medium,contract_end_days,0.3994,health_score,-0.291,arr,0.226,960
ACC-02790,Loyal Mid-Market,33297.62,116702.38,63.82,1,0.4974,10,Medium,num_products,0.2964,health_score,0.2414,arr,0.2177,961
ACC-04407,At-Risk Dormant,1850.85,18149.15,55.08,1,0.4974,10,Medium,,,,,,,962
ACC-07701,Loyal Mid-Market,27508.22,122491.78,51.68,1,0.4974,10,Medium,,,,,,,963
ACC-03760,Early-Stage Potential,35153.66,114846.34,59.15,1,0.4974,10,Medium,,,,,,,964
ACC-06100,Growth-Stage Expanding,74181.94,425818.06,62.49,1,0.4974,10,Medium,tenure_months,0.2838,num_products,0.264,arr,0.251,965
ACC-05746,Growth-Stage Expanding,42884.35,457115.65,63.61,1,0.4974,10,Medium,,,,,,,966
ACC-04594,Early-Stage Potential,34034.64,115965.36,32.19,1,0.4974,10,Medium,arr,0.2826,health_score,-0.2683,tenure_months,0.2348,967
ACC-06444,At-Risk Dormant,5628.17,14371.83,32.74,1,0.4974,10,Medium,,,,,,,968
ACC-06497,Loyal Mid-Market,24251.08,125748.92,52.25,1,0.4974,10,Medium,,,,,,,969
ACC-06538,At-Risk Dormant,3542.56,36457.44,75.59,1,0.4974,10,Medium,,,,,,,970
ACC-03739,At-Risk Dormant,5466.51,34533.49,33.8,1,0.4974,10,Medium,num_products,0.2874,contract_end_days,0.2464,health_score,-0.2158,971
ACC-06685,Loyal Mid-Market,24149.93,125850.07,62.11,1,0.4974,10,Medium,,,,,,,972
ACC-06661,Early-Stage Potential,46586.39,103413.61,39.86,1,0.4974,10,Medium,,,,,,,973
ACC-05396,Loyal Mid-Market,20887.86,129112.14,76.76,1,0.4974,10,Medium,,,,,,,974
ACC-05782,At-Risk Dormant,1165.1,18834.9,70.42,1,0.4974,10,Medium,,,,,,,975
ACC-05492,At-Risk Dormant,5148.37,34851.63,74.04,1,0.4974,10,Medium,,,,,,,976
ACC-05579,Loyal Mid-Market,2185.31,17814.69,73.63,1,0.4974,10,Medium,,,,,,,977
ACC-04462,Loyal Mid-Market,22474.25,127525.75,51.62,1,0.4974,10,Medium,,,,,,,978
ACC-06079,At-Risk Dormant,17713.46,482286.54,56.9,1,0.4974,10,Medium,,,,,,,979
ACC-05586,Loyal Mid-Market,1061.42,18938.58,57.25,1,0.4974,10,Medium,,,,,,,980
ACC-08111,Loyal Mid-Market,31796.49,118203.51,68.34,0,0.4974,10,Medium,health_score,0.2434,arr,0.2027,num_products,0.1959,981
ACC-04953,Early-Stage Potential,41432.63,108567.37,57.06,1,0.4974,10,Medium,,,,,,,982
ACC-03280,Growth-Stage Expanding,92327.85,407672.15,61.36,1,0.4974,10,Medium,,,,,,,983
ACC-04467,Loyal Mid-Market,35194.25,114805.75,73.62,1,0.4974,10,Medium,,,,,,,984
ACC-03901,Growth-Stage Expanding,52603.54,447396.46,61.01,1,0.4974,10,Medium,,,,,,,985
ACC-04670,At-Risk Dormant,28761.26,121238.74,70.53,1,0.4974,10,Medium,,,,,,,986
ACC-08536,Loyal Mid-Market,28953.82,121046.18,72.43,1,0.4974,10,Medium,,,,,,,987
ACC-05961,Growth-Stage Expanding,105137.28,394862.72,56.09,1,0.4974,10,Medium,,,,,,,988
ACC-07855,At-Risk Dormant,46879.6,103120.4,40.0,1,0.4973,10,Medium,,,,,,,989
ACC-07382,Early-Stage Potential,20823.24,129176.76,62.92,1,0.4973,10,Medium,,,,,,,990
ACC-07646,Early-Stage Potential,30043.38,119956.62,57.64,1,0.4973,10,Medium,peak_feature_adoption,-0.3068,arr,0.2224,arr_per_tenure_month,0.2172,991
ACC-08095,High-Value Engaged,301322.25,198677.75,33.9,1,0.4973,10,Medium,,,,,,,992
ACC-07636,Growth-Stage Expanding,111752.44,388247.56,54.52,1,0.4973,10,Medium,,,,,,,993
ACC-08708,High-Value Engaged,169477.38,330522.62,61.34,1,0.4973,10,Medium,,,,,,,994
ACC-08255,At-Risk Dormant,10189.92,29810.08,67.04,1,0.4973,10,Medium,,,,,,,995
ACC-09107,Loyal Mid-Market,30295.77,119704.23,70.24,1,0.4973,10,Medium,,,,,,,996
ACC-07662,Loyal Mid-Market,1468.01,18531.99,51.68,1,0.4973,10,Medium,,,,,,,997
ACC-01001,Growth-Stage Expanding,121689.97,378310.03,57.42,1,0.4972,10,Medium,,,,,,,998
ACC-00572,Loyal Mid-Market,3271.53,16728.47,59.97,1,0.4967,9,Medium,,,,,,,999
ACC-01091,Loyal Mid-Market,32074.03,117925.97,68.87,1,0.4967,9,Medium,,,,,,,1000
ACC-02158,At-Risk Dormant,25075.56,124924.44,50.28,1,0.4967,9,Medium,,,,,,,1001
ACC-01614,Early-Stage Potential,45175.91,104824.09,36.65,1,0.4967,9,Medium,arr,0.2798,health_score,-0.2314,peak_feature_adoption,0.1735,1002
ACC-01297,Growth-Stage Expanding,126080.19,373919.81,69.54,1,0.4967,9,Medium,,,,,,,1003
ACC-08707,Growth-Stage Expanding,114588.84,385411.16000000003,56.85,1,0.4967,9,Medium,,,,,,,1004
ACC-01269,Early-Stage Potential,3150.07,36849.93,56.06,1,0.4967,9,Medium,,,,,,,1005
ACC-03234,High-Value Engaged,167045.91,332954.08999999997,60.79,1,0.4967,9,Medium,,,,,,,1006
ACC-09520,High-Value Engaged,191368.07,308631.93,46.83,1,0.4965,9,Medium,,,,,,,1007
ACC-00865,High-Value Engaged,644160.87,0.0,26.52,1,0.4962,9,Medium,,,,,,,1008
ACC-00094,Early-Stage Potential,28016.27,121983.73,57.48,1,0.4962,9,Medium,,,,,,,1009
ACC-00552,Early-Stage Potential,26432.05,123567.95,37.98,1,0.4962,9,Medium,,,,,,,1010
ACC-01699,Early-Stage Potential,431.71,19568.29,31.38,1,0.4962,9,Medium,,,,,,,1011
ACC-00302,Growth-Stage Expanding,154727.07,345272.93,48.7,1,0.4962,9,Medium,,,,,,,1012
ACC-01348,Loyal Mid-Market,34888.13,115111.87,69.03,1,0.4962,9,Medium,,,,,,,1013
ACC-00305,Loyal Mid-Market,530.71,19469.29,75.76,1,0.4962,9,Medium,health_score,0.5047,avg_feature_adoption,-0.2557,num_products,0.2462,1014
ACC-01377,Early-Stage Potential,4210.91,35789.09,45.25,1,0.4957,9,Medium,,,,,,,1015
ACC-02365,Loyal Mid-Market,4897.94,35102.06,57.88,1,0.4957,9,Medium,,,,,,,1016
ACC-01189,Growth-Stage Expanding,101706.57,398293.43,63.61,1,0.4957,9,Medium,,,,,,,1017
ACC-01060,Early-Stage Potential,14822.89,25177.11,38.28,1,0.4955,9,Medium,,,,,,,1018
ACC-01536,At-Risk Dormant,3144.0,36856.0,65.09,1,0.4955,9,Medium,,,,,,,1019
ACC-02346,Growth-Stage Expanding,117048.11,382951.89,49.35,1,0.4955,9,Medium,,,,,,,1020
ACC-09973,At-Risk Dormant,1703.4,18296.6,58.58,1,0.4955,9,Medium,,,,,,,1021
ACC-01517,Growth-Stage Expanding,50491.24,449508.76,54.55,1,0.4955,9,Medium,,,,,,,1022
ACC-00733,Growth-Stage Expanding,84795.4,415204.6,50.53,1,0.4954,9,Medium,,,,,,,1023
ACC-00423,High-Value Engaged,497549.87,2450.1300000000047,59.21,1,0.4953,9,Medium,arr_utilization,-0.723,logins_stddev,0.605,arr,0.3453,1024
ACC-08698,At-Risk Dormant,38585.49,111414.51000000001,66.41,1,0.4951,9,Medium,,,,,,,1025
ACC-00555,High-Value Engaged,198273.36,301726.64,33.81,1,0.495,9,Medium,,,,,,,1026
ACC-02658,Loyal Mid-Market,3513.29,36486.71,57.67,1,0.495,9,Medium,num_products,-0.2502,arr_utilization,0.2347,num_users,0.2286,1027
ACC-02040,At-Risk Dormant,9888.53,30111.47,64.2,1,0.495,9,Medium,,,,,,,1028
ACC-03120,Loyal Mid-Market,54631.36,95368.64,50.66,1,0.495,9,Medium,login_growth,-0.4983,max_storage_gb,-0.2827,arr_per_tenure_month,0.2557,1029
ACC-00363,Growth-Stage Expanding,93926.35,406073.65,33.47,1,0.495,9,Medium,peak_feature_adoption,0.4038,tenure_months,-0.3494,health_score,-0.3446,1030
ACC-00948,Early-Stage Potential,2609.88,17390.12,46.89,1,0.495,9,Medium,,,,,,,1031
ACC-01973,Loyal Mid-Market,10672.66,29327.34,59.48,1,0.495,9,Medium,,,,,,,1032
ACC-08385,Early-Stage Potential,16627.17,133372.83000000002,35.28,1,0.4949,9,Medium,max_storage_gb,0.2252,num_products,0.2198,logins_per_user,0.1688,1033
ACC-02805,Growth-Stage Expanding,48006.03,451993.97,44.1,1,0.4948,9,Medium,,,,,,,1034
ACC-02481,Loyal Mid-Market,4190.61,35809.39,76.89,1,0.4945,9,Medium,,,,,,,1035
ACC-02439,Loyal Mid-Market,24694.34,125305.66,69.31,1,0.4944,9,Medium,,,,,,,1036
ACC-00744,Growth-Stage Expanding,133188.46,366811.54000000004,66.63,1,0.4943,9,Medium,,,,,,,1037
ACC-00234,Loyal Mid-Market,2742.53,37257.47,85.12,1,0.4943,9,Medium,,,,,,,1038
ACC-01606,Early-Stage Potential,22469.47,127530.53,32.68,1,0.4943,9,Medium,,,,,,,1039
ACC-02870,Growth-Stage Expanding,30541.23,469458.77,59.59,1,0.4943,9,Medium,,,,,,,1040
ACC-01289,Early-Stage Potential,10487.98,29512.02,30.2,1,0.4943,9,Medium,,,,,,,1041
ACC-02856,Loyal Mid-Market,6007.93,13992.07,67.78,1,0.4943,9,Medium,,,,,,,1042
ACC-01703,Loyal Mid-Market,62721.21,87278.79000000001,72.33,1,0.4943,9,Medium,,,,,,,1043
ACC-02848,High-Value Engaged,261355.94,238644.06,52.91,1,0.4943,9,Medium,,,,,,,1044
ACC-05757,Growth-Stage Expanding,181415.44,318584.56,28.67,1,0.4941,9,Medium,,,,,,,1045
ACC-03545,Loyal Mid-Market,25889.88,124110.12,78.98,1,0.4941,9,Medium,health_score,0.5116,num_products,0.284,contract_end_days,0.2244,1046
ACC-05206,Growth-Stage Expanding,43697.8,456302.2,45.9,1,0.4941,9,Medium,max_storage_gb,0.3671,arr,0.3364,arr_per_tenure_month,0.3247,1047
ACC-01668,Loyal Mid-Market,34676.11,115323.89,62.58,1,0.4939,9,Medium,,,,,,,1048
ACC-09572,Early-Stage Potential,3783.0,36217.0,66.3,1,0.4939,9,Medium,health_score,0.3402,arr_per_tenure_month,-0.194,tenure_months,0.1463,1049
ACC-02186,Loyal Mid-Market,35699.99,114300.01000000001,60.85,1,0.4933,9,Medium,peak_feature_adoption,-0.272,arr,0.2305,contract_end_days,-0.2172,1050
ACC-01330,Loyal Mid-Market,67487.39,82512.61,66.05,1,0.4932,9,Medium,arr_utilization,-0.4958,num_products,-0.269,login_growth,0.2418,1051
ACC-00907,At-Risk Dormant,2038.81,37961.19,61.61,1,0.4932,9,Medium,,,,,,,1052
ACC-02753,At-Risk Dormant,5557.63,14442.369999999999,25.77,1,0.4931,9,Medium,,,,,,,1053
ACC-01527,Loyal Mid-Market,30115.24,119884.76,54.24,1,0.4929,9,Medium,,,,,,,1054
ACC-04145,At-Risk Dormant,31402.33,8597.669999999998,15.62,1,0.4929,9,Medium,contract_end_days,0.4109,health_score,-0.3882,arr_per_tenure_month,0.3207,1055
ACC-05143,Loyal Mid-Market,18112.9,131887.1,67.65,1,0.4927,9,Medium,num_products,0.2814,health_score,0.2621,arr_utilization,0.1838,1056
ACC-08405,At-Risk Dormant,1123.37,18876.63,69.85,1,0.492,9,Medium,,,,,,,1057
ACC-07198,Early-Stage Potential,2269.5,17730.5,62.01,1,0.492,9,Medium,,,,,,,1058
ACC-02173,At-Risk Dormant,9084.99,30915.010000000002,58.81,1,0.4919,9,Medium,,,,,,,1059
ACC-03764,At-Risk Dormant,25775.81,124224.19,53.0,1,0.4915,9,Medium,,,,,,,1060
ACC-07478,Loyal Mid-Market,24866.62,125133.38,63.01,1,0.4914,9,Medium,arr,0.2694,num_products,0.2391,health_score,0.2232,1061
ACC-05186,At-Risk Dormant,3185.04,16814.96,34.06,1,0.4914,9,Medium,,,,,,,1062
ACC-09169,At-Risk Dormant,23080.19,126919.81,52.98,0,0.4914,9,Medium,,,,,,,1063
ACC-06601,High-Value Engaged,246529.91,253470.09,41.8,1,0.4914,9,Medium,,,,,,,1064
ACC-03514,At-Risk Dormant,805.38,19194.62,43.87,1,0.4914,9,Medium,num_users,0.2249,nps_score,0.1809,contract_end_days,0.1807,1065
ACC-05408,At-Risk Dormant,20124.36,129875.64,45.28,1,0.4914,9,Medium,,,,,,,1066
ACC-03964,At-Risk Dormant,9178.5,140821.5,58.56,1,0.4914,9,Medium,contract_end_days,0.2666,nps_score,0.1595,total_api_calls,0.1434,1067
ACC-06209,High-Value Engaged,167793.26,332206.74,50.47,1,0.4914,9,Medium,,,,,,,1068
ACC-05316,Early-Stage Potential,42305.99,107694.01000000001,43.06,1,0.4914,9,Medium,arr,0.2665,arr_per_tenure_month,0.194,num_products,0.1556,1069
ACC-05442,Loyal Mid-Market,1894.87,18105.13,77.5,1,0.4914,9,Medium,,,,,,,1070
ACC-06195,Growth-Stage Expanding,104747.18,395252.82,82.58,1,0.4914,9,Medium,,,,,,,1071
ACC-09021,Loyal Mid-Market,43207.52,106792.48000000001,61.91,1,0.4914,9,Medium,,,,,,,1072
ACC-04036,Loyal Mid-Market,38245.85,111754.15,70.35,1,0.4914,9,Medium,,,,,,,1073
ACC-03623,Loyal Mid-Market,9046.65,30953.35,74.83,1,0.4914,9,Medium,,,,,,,1074
ACC-08097,Growth-Stage Expanding,153018.31,346981.69,55.73,1,0.4914,9,Medium,logins_stddev,0.3348,arr,0.222,arr_per_tenure_month,0.1895,1075
ACC-06480,Loyal Mid-Market,14897.14,135102.86,70.99,1,0.4914,9,Medium,health_score,0.2487,num_products,0.2,arr_utilization,0.173,1076
ACC-06185,Early-Stage Potential,18805.98,131194.02,65.84,1,0.4914,9,Medium,,,,,,,1077
ACC-04825,Loyal Mid-Market,13618.36,136381.64,53.58,1,0.4914,9,Medium,,,,,,,1078
ACC-04373,At-Risk Dormant,8369.87,31630.129999999997,46.0,1,0.4914,9,Medium,,,,,,,1079
ACC-03658,Loyal Mid-Market,21727.4,128272.6,71.92,1,0.4914,9,Medium,,,,,,,1080
ACC-06182,Early-Stage Potential,6298.76,33701.24,54.01,1,0.4914,9,Medium,,,,,,,1081
ACC-06464,Loyal Mid-Market,24456.98,125543.02,69.96,1,0.4914,9,Medium,health_score,0.2927,num_products,0.2409,arr,0.1811,1082
ACC-06216,At-Risk Dormant,34013.59,115986.41,48.7,1,0.4914,9,Medium,contract_end_days,0.3414,logins_per_user,0.3192,arr_per_tenure_month,0.2928,1083
ACC-06064,Early-Stage Potential,13928.87,136071.13,29.35,1,0.4914,9,Medium,,,,,,,1084
ACC-04354,Growth-Stage Expanding,118946.36,381053.64,58.75,1,0.4914,9,Medium,,,,,,,1085
ACC-05709,Growth-Stage Expanding,103261.63,396738.37,58.62,1,0.4914,9,Medium,,,,,,,1086
ACC-04113,Early-Stage Potential,9394.42,30605.58,55.43,1,0.4914,9,Medium,,,,,,,1087
ACC-04092,Loyal Mid-Market,8043.11,31956.89,52.69,1,0.4914,9,Medium,,,,,,,1088
ACC-04921,Loyal Mid-Market,54573.03,95426.97,76.12,1,0.4914,9,Medium,,,,,,,1089
ACC-06173,Early-Stage Potential,44846.02,105153.98000000001,46.93,1,0.4914,9,Medium,,,,,,,1090
ACC-05412,Loyal Mid-Market,11719.01,28280.989999999998,76.27,1,0.4914,9,Medium,,,,,,,1091
ACC-03709,Early-Stage Potential,18351.35,131648.65,58.94,1,0.4914,9,Medium,,,,,,,1092
ACC-08828,At-Risk Dormant,4053.22,15946.78,48.06,1,0.4914,9,Medium,contract_end_days,0.4598,avg_feature_adoption,0.4443,nps_score,0.1987,1093
ACC-05551,At-Risk Dormant,9177.85,140822.15,48.81,1,0.4914,9,Medium,contract_end_days,0.3907,arr_utilization,0.1695,executive_sponsor,0.1235,1094
ACC-05716,Loyal Mid-Market,24651.17,125348.83,82.02,1,0.4914,9,Medium,,,,,,,1095
ACC-00493,At-Risk Dormant,9321.72,30678.28,32.46,1,0.4914,9,Medium,,,,,,,1096
ACC-06541,At-Risk Dormant,3678.94,16321.06,45.86,1,0.4914,9,Medium,,,,,,,1097
ACC-04897,At-Risk Dormant,27609.7,122390.3,28.54,1,0.4914,9,Medium,contract_end_days,0.3874,health_score,-0.3809,max_storage_gb,0.2479,1098
ACC-03683,Loyal Mid-Market,18499.03,131500.97,78.96,1,0.4914,9,Medium,,,,,,,1099
ACC-06750,At-Risk Dormant,3671.71,36328.29,39.74,1,0.4914,9,Medium,,,,,,,1100
ACC-04336,Growth-Stage Expanding,54872.28,445127.72,59.22,1,0.4914,9,Medium,,,,,,,1101
ACC-04736,Early-Stage Potential,3681.48,36318.52,58.15,1,0.4914,9,Medium,num_products,0.2207,max_storage_gb,0.2132,arr,-0.1845,1102
ACC-05377,Loyal Mid-Market,26387.77,123612.23,69.41,1,0.4914,9,Medium,,,,,,,1103
ACC-04410,Early-Stage Potential,43075.75,106924.25,60.1,1,0.4914,9,Medium,,,,,,,1104
ACC-05169,High-Value Engaged,175002.36,324997.64,23.35,1,0.4914,9,Medium,logins_stddev,0.6727,arr,0.3483,max_storage_gb,0.2653,1105
ACC-05030,Growth-Stage Expanding,64477.94,435522.06,47.69,1,0.4914,9,Medium,,,,,,,1106
ACC-05329,Loyal Mid-Market,23875.56,126124.44,80.31,1,0.4914,9,Medium,,,,,,,1107
ACC-03982,Loyal Mid-Market,31103.24,118896.76,60.82,1,0.4914,9,Medium,arr,0.2438,num_products,0.1598,peak_feature_adoption,0.1474,1108
ACC-04252,Growth-Stage Expanding,122759.86,377240.14,44.13,1,0.4914,9,Medium,,,,,,,1109
ACC-06339,At-Risk Dormant,25381.53,124618.47,29.7,1,0.4914,9,Medium,,,,,,,1110
ACC-04652,Loyal Mid-Market,3790.03,16209.97,60.13,1,0.4914,9,Medium,,,,,,,1111
ACC-04937,Loyal Mid-Market,12260.87,137739.13,81.93,1,0.4914,9,Medium,,,,,,,1112
ACC-00683,Growth-Stage Expanding,60492.12,439507.88,74.59,1,0.4914,9,Medium,health_score,0.3238,peak_feature_adoption,0.3216,logins_stddev,0.2664,1113
ACC-05149,Loyal Mid-Market,2206.74,17793.260000000002,72.95,1,0.4914,9,Medium,,,,,,,1114
ACC-04506,At-Risk Dormant,112868.79,37131.21000000001,49.37,1,0.4914,9,Medium,logins_stddev,0.3925,arr_utilization,-0.391,login_growth,0.3242,1115
ACC-04248,Growth-Stage Expanding,162580.44,337419.56,48.75,1,0.4914,9,Medium,,,,,,,1116
ACC-04631,Loyal Mid-Market,29417.09,120582.91,52.33,1,0.4914,9,Medium,arr,0.2231,avg_feature_adoption,0.1949,num_products,0.1765,1117
ACC-03398,Growth-Stage Expanding,84422.07,415577.93,72.57,1,0.4914,9,Medium,,,,,,,1118
ACC-06640,Loyal Mid-Market,17007.77,132992.23,50.87,1,0.4914,9,Medium,,,,,,,1119
ACC-04774,Loyal Mid-Market,34761.74,115238.26000000001,56.34,1,0.4914,9,Medium,,,,,,,1120
ACC-05414,Early-Stage Potential,54343.65,95656.35,26.85,1,0.4914,9,Medium,,,,,,,1121
ACC-05728,At-Risk Dormant,30009.99,119990.01,47.0,1,0.4914,9,Medium,,,,,,,1122
ACC-05688,Early-Stage Potential,33279.85,116720.15,33.81,1,0.4914,9,Medium,,,,,,,1123
ACC-06740,Loyal Mid-Market,35917.74,114082.26000000001,65.94,1,0.4914,9,Medium,,,,,,,1124
ACC-04176,Early-Stage Potential,3042.43,36957.57,52.27,1,0.4914,9,Medium,,,,,,,1125
ACC-03940,High-Value Engaged,186892.15,313107.85,39.62,1,0.4914,9,Medium,,,,,,,1126
ACC-08383,Growth-Stage Expanding,113089.54,386910.46,84.17,1,0.4914,9,Medium,,,,,,,1127
ACC-06779,Loyal Mid-Market,17260.66,132739.34,64.97,1,0.4914,9,Medium,,,,,,,1128
ACC-04629,At-Risk Dormant,28803.32,121196.68,49.14,1,0.4914,9,Medium,contract_end_days,0.3586,arr,0.1933,num_products,-0.1588,1129
ACC-04956,Loyal Mid-Market,23692.0,126308.0,74.13,1,0.4913,9,Medium,,,,,,,1130
ACC-02881,Early-Stage Potential,28647.65,121352.35,44.23,1,0.4913,9,Medium,,,,,,,1131
ACC-04249,Loyal Mid-Market,25473.32,124526.68,69.78,1,0.4913,9,Medium,,,,,,,1132
ACC-01346,Loyal Mid-Market,4408.41,35591.59,63.45,1,0.4913,9,Medium,,,,,,,1133
ACC-03699,Growth-Stage Expanding,106727.67,393272.33,42.83,1,0.4913,9,Medium,,,,,,,1134
ACC-01626,At-Risk Dormant,7595.87,32404.13,34.01,1,0.4913,9,Medium,contract_end_days,0.4206,health_score,-0.2038,num_products,0.1579,1135
ACC-02442,At-Risk Dormant,10797.53,139202.47,50.14,1,0.4913,9,Medium,contract_end_days,0.2614,num_products,0.1917,users_per_login,-0.1659,1136
